DateTime,City,Temperature,Humidity,WindSpeed,Rainfall,Pressure,ID
2024-01-01 09:00:00,Dhaka,29.99,83,2.08,6.09,1015.86,46
2024-01-01 09:00:00,Chittagong,27.65,68,3.07,1.97,1010.95,47
2024-01-01 09:00:00,Khulna,30.39,55,2.17,3.42,1009.64,48
2024-01-01 09:00:00,Rajshahi,27.61,82,0.84,0.0,1007.02,49
2024-01-01 09:00:00,Sylhet,29.32,52,1.26,4.13,1010.46,50
2024-01-01 10:00:00,Dhaka,26.93,89,0.82,3.91,1004.6,51
2024-01-01 10:00:00,Chittagong,26.05,76,1.83,4.65,1007.75,52
2024-01-01 10:00:00,Khulna,28.97,88,1.82,3.55,1012.57,53
2024-01-01 10:00:00,Rajshahi,29.05,62,0.87,0.33,1009.36,54
2024-01-01 10:00:00,Sylhet,25.64,64,2.19,2.5,1005.72,55
2024-01-01 11:00:00,Dhaka,24.45,74,1.2,0.76,1012.98,56
2024-01-01 11:00:00,Chittagong,27.37,64,2.12,2.19,1004.61,57
2024-01-01 11:00:00,Khulna,25.07,93,4.84,5.63,1009.24,58
2024-01-01 11:00:00,Rajshahi,28.2,79,2.93,6.09,1014.14,59
2024-01-01 11:00:00,Sylhet,26.05,91,1.95,0.01,1014.26,60
2024-01-01 12:00:00,Dhaka,23.69,75,0.61,0.0,1018.31,61
2024-01-01 12:00:00,Chittagong,23.73,50,2.49,1.04,1008.98,62
2024-01-01 12:00:00,Khulna,24.68,94,1.76,8.37,1015.16,63
2024-01-01 12:00:00,Rajshahi,23.38,61,3.05,0.0,1008.68,64
2024-01-01 12:00:00,Sylhet,23.39,79,4.35,1.29,1019.36,65
2024-01-01 13:00:00,Dhaka,23.3,70,2.63,1.24,1003.76,66
2024-01-01 13:00:00,Chittagong,21.77,59,4.77,1.03,1012.62,67
2024-01-01 13:00:00,Khulna,22.36,68,2.76,3.21,1014.55,68
2024-01-01 13:00:00,Rajshahi,24.41,73,4.75,5.52,1012.66,69
2024-01-01 13:00:00,Sylhet,25.47,84,3.39,8.4,1000.24,70
2024-01-01 14:00:00,Dhaka,21.6,52,4.19,0.0,1012.96,71
2024-01-01 14:00:00,Chittagong,21.78,61,0.95,0.54,1011.04,72
2024-01-01 14:00:00,Khulna,22.48,75,3.57,0.0,1005.88,73
2024-01-01 14:00:00,Rajshahi,24.37,94,4.71,1.73,1007.47,74
2024-01-01 14:00:00,Sylhet,24.46,85,1.3,4.24,1013.05,75
2024-01-01 15:00:00,Dhaka,23.19,85,2.17,0.0,1015.81,76
2024-01-01 15:00:00,Chittagong,20.42,86,1.57,5.43,1014.29,77
2024-01-01 15:00:00,Khulna,20.74,79,4.56,5.92,1010.11,78
2024-01-01 15:00:00,Rajshahi,23.26,68,2.25,1.19,1006.93,79
2024-01-01 15:00:00,Sylhet,20.32,68,2.72,5.37,1020.72,80
2024-01-01 16:00:00,Dhaka,22.54,72,4.02,7.44,1012.02,81
2024-01-01 16:00:00,Chittagong,19.01,58,3.93,0.0,1011.22,82
2024-01-01 16:00:00,Khulna,19.26,62,1.5,4.66,1008.83,83
2024-01-01 16:00:00,Rajshahi,22.46,78,0.88,5.46,1007.61,84
2024-01-01 16:00:00,Sylhet,20.6,74,3.16,5.98,1005.23,85
2024-01-01 17:00:00,Dhaka,18.62,93,3.01,4.57,1009.2,86
2024-01-01 17:00:00,Chittagong,21.13,52,1.64,6.33,1000.43,87
2024-01-01 17:00:00,Khulna,20.5,57,1.03,5.81,1013.85,88
2024-01-01 17:00:00,Rajshahi,18.47,74,4.41,2.67,1010.06,89
2024-01-01 17:00:00,Sylhet,22.15,84,3.63,0.0,1005.16,90
2024-01-01 18:00:00,Dhaka,19.11,52,4.56,8.57,1005.96,91
2024-01-01 18:00:00,Chittagong,19.06,77,3.41,0.0,1007.21,92
2024-01-01 18:00:00,Khulna,21.26,86,4.88,0.0,1011.81,93
2024-01-01 18:00:00,Rajshahi,20.32,77,1.72,1.63,1013.24,94
2024-01-01 18:00:00,Sylhet,21.95,74,2.38,5.54,1007.65,95
2024-01-01 19:00:00,Dhaka,21.54,60,3.17,3.02,1009.57,96
2024-01-01 19:00:00,Chittagong,21.17,62,0.79,3.03,1019.56,97
2024-01-01 19:00:00,Khulna,19.97,52,3.0,0.65,1013.11,98
2024-01-01 19:00:00,Rajshahi,20.86,50,4.79,0.0,1012.68,99
2024-01-01 19:00:00,Sylhet,21.5,81,0.71,0.0,1008.66,100
2024-01-01 20:00:00,Dhaka,20.59,61,4.17,3.24,1016.71,101
2024-01-01 20:00:00,Chittagong,19.52,72,3.9,6.47,1014.39,102
2024-01-01 20:00:00,Khulna,21.22,87,3.28,2.16,1011.2,103
2024-01-01 20:00:00,Rajshahi,20.73,64,2.47,1.19,1013.59,104
2024-01-01 20:00:00,Sylhet,21.46,73,4.6,2.66,1000.58,105
2024-01-01 21:00:00,Dhaka,20.5,78,1.16,1.96,1013.98,106
2024-01-01 21:00:00,Chittagong,20.3,73,0.71,0.0,1016.03,107
2024-01-01 21:00:00,Khulna,20.19,92,1.58,3.1,1005.3,108
2024-01-01 21:00:00,Rajshahi,20.15,74,4.54,8.17,1008.4,109
2024-01-01 21:00:00,Sylhet,19.59,68,4.2,0.0,1003.49,110
2024-01-01 22:00:00,Dhaka,21.96,55,1.04,0.0,1009.04,111
2024-01-01 22:00:00,Chittagong,22.42,63,1.99,0.12,1008.63,112
2024-01-01 22:00:00,Khulna,23.72,71,0.87,1.66,1008.9,113
2024-01-01 22:00:00,Rajshahi,22.44,84,1.33,0.36,1003.86,114
2024-01-01 22:00:00,Sylhet,20.75,75,3.92,7.34,1011.26,115
2024-01-01 23:00:00,Dhaka,21.83,56,3.59,3.42,1013.26,116
2024-01-01 23:00:00,Chittagong,22.78,67,2.51,0.0,1011.02,117
2024-01-01 23:00:00,Khulna,22.06,86,1.32,5.57,1011.12,118
2024-01-01 23:00:00,Rajshahi,23.13,93,1.55,0.95,999.45,119
2024-01-01 23:00:00,Sylhet,24.05,90,2.74,2.23,1005.69,120
2024-01-02 00:00:00,Dhaka,24.35,57,3.14,0.0,1015.34,121
2024-01-02 00:00:00,Chittagong,24.32,75,3.23,1.97,1001.81,122
2024-01-02 00:00:00,Khulna,24.95,82,0.53,0.15,1003.71,123
2024-01-02 00:00:00,Rajshahi,26.59,79,1.34,0.0,1007.27,124
2024-01-02 00:00:00,Sylhet,23.45,52,2.86,2.81,1009.75,125
2024-01-02 01:00:00,Dhaka,27.19,51,3.09,1.97,1012.26,126
2024-01-02 01:00:00,Chittagong,27.37,51,3.01,0.0,1012.72,127
2024-01-02 01:00:00,Khulna,27.24,55,4.86,0.0,1013.19,128
2024-01-02 01:00:00,Rajshahi,26.62,61,1.02,0.0,1013.99,129
2024-01-02 01:00:00,Sylhet,25.77,60,4.69,4.65,1001.58,130
2024-01-02 02:00:00,Dhaka,28.24,59,2.97,0.0,1011.15,131
2024-01-02 02:00:00,Chittagong,27.88,69,1.65,5.32,1013.86,132
2024-01-02 02:00:00,Khulna,28.9,73,3.23,1.36,1010.8,133
2024-01-02 02:00:00,Rajshahi,29.21,93,2.34,0.47,1003.79,134
2024-01-02 02:00:00,Sylhet,28.5,71,0.72,3.74,1012.49,135
2024-01-02 03:00:00,Dhaka,29.07,79,4.21,0.28,1006.6,136
2024-01-02 03:00:00,Chittagong,28.34,53,1.92,7.13,1014.12,137
2024-01-02 03:00:00,Khulna,29.53,89,2.2,0.0,1008.24,138
2024-01-02 03:00:00,Rajshahi,28.66,64,3.1,0.0,1001.93,139
2024-01-02 03:00:00,Sylhet,27.87,89,1.53,0.0,1017.16,140
2024-01-02 04:00:00,Dhaka,29.62,57,3.62,7.12,1009.84,141
2024-01-02 04:00:00,Chittagong,30.31,78,1.18,0.0,1005.91,142
2024-01-02 04:00:00,Khulna,28.7,53,3.06,3.44,1011.67,143
2024-01-02 04:00:00,Rajshahi,29.75,87,2.91,0.0,999.02,144
2024-01-02 04:00:00,Sylhet,30.22,64,4.09,0.72,1007.24,145
2024-01-02 05:00:00,Dhaka,30.69,51,0.55,5.99,1020.0,146
2024-01-02 05:00:00,Chittagong,29.68,76,2.06,0.0,1017.48,147
2024-01-02 05:00:00,Khulna,30.28,92,1.19,2.54,1023.22,148
2024-01-02 05:00:00,Rajshahi,30.62,89,4.42,2.33,1013.63,149
2024-01-02 05:00:00,Sylhet,30.26,86,3.68,2.75,1004.3,150
2024-01-02 06:00:00,Dhaka,28.66,78,0.97,1.01,1007.65,151
2024-01-02 06:00:00,Chittagong,29.6,85,1.06,9.62,1012.62,152
2024-01-02 06:00:00,Khulna,30.41,58,3.85,3.85,1006.85,153
2024-01-02 06:00:00,Rajshahi,29.39,84,2.29,4.47,1010.37,154
2024-01-02 06:00:00,Sylhet,28.13,67,2.66,2.48,1013.88,155
2024-01-02 07:00:00,Dhaka,28.94,73,3.1,5.12,1006.51,156
2024-01-02 07:00:00,Chittagong,31.67,75,0.56,0.0,1012.58,157
2024-01-02 07:00:00,Khulna,28.1,69,2.37,9.72,1010.3,158
2024-01-02 07:00:00,Rajshahi,29.7,72,2.42,0.3,1015.64,159
2024-01-02 07:00:00,Sylhet,29.01,94,2.2,2.91,1015.83,160
2024-01-02 08:00:00,Dhaka,30.39,51,2.91,0.31,992.16,161
2024-01-02 08:00:00,Chittagong,29.91,53,1.32,0.0,1006.11,162
2024-01-02 08:00:00,Khulna,29.97,82,0.61,3.46,1006.14,163
2024-01-02 08:00:00,Rajshahi,29.35,50,2.98,0.0,1006.88,164
2024-01-02 08:00:00,Sylhet,29.94,57,0.97,0.43,1012.45,165
2024-01-02 09:00:00,Dhaka,29.96,57,0.95,4.44,1005.3,166
2024-01-02 09:00:00,Chittagong,26.88,92,4.83,0.0,1005.5,167
2024-01-02 09:00:00,Khulna,28.22,59,0.88,2.98,1003.74,168
2024-01-02 09:00:00,Rajshahi,29.84,51,4.6,0.0,1015.7,169
2024-01-02 09:00:00,Sylhet,28.17,52,3.16,4.27,1002.93,170
2024-01-02 10:00:00,Dhaka,29.4,79,2.13,0.9,1012.36,171
2024-01-02 10:00:00,Chittagong,29.08,93,1.13,1.89,1015.52,172
2024-01-02 10:00:00,Khulna,26.53,81,2.41,8.47,1013.36,173
2024-01-02 10:00:00,Rajshahi,26.19,71,4.26,2.06,1011.74,174
2024-01-02 10:00:00,Sylhet,28.76,72,3.57,2.36,1016.56,175
2024-01-02 11:00:00,Dhaka,27.61,90,1.73,8.02,1013.59,176
2024-01-02 11:00:00,Chittagong,25.36,72,0.98,0.73,1006.77,177
2024-01-02 11:00:00,Khulna,25.0,76,3.19,7.0,1015.07,178
2024-01-02 11:00:00,Rajshahi,25.98,94,4.27,6.21,1007.52,179
2024-01-02 11:00:00,Sylhet,26.71,51,1.25,0.96,1010.99,180
2024-01-02 12:00:00,Dhaka,26.66,75,0.81,1.32,1016.04,181
2024-01-02 12:00:00,Chittagong,26.82,88,3.25,1.62,1012.78,182
2024-01-02 12:00:00,Khulna,23.21,71,3.8,3.82,1002.4,183
2024-01-02 12:00:00,Rajshahi,24.38,94,1.2,0.56,1021.49,184
2024-01-02 12:00:00,Sylhet,24.74,89,3.78,7.93,1009.76,185
2024-01-02 13:00:00,Dhaka,24.94,88,0.84,1.08,1006.71,186
2024-01-02 13:00:00,Chittagong,23.87,66,4.78,0.0,1008.87,187
2024-01-02 13:00:00,Khulna,24.6,73,3.91,5.85,1013.45,188
2024-01-02 13:00:00,Rajshahi,22.59,65,4.32,1.79,1001.7,189
2024-01-02 13:00:00,Sylhet,24.06,75,0.73,1.07,1010.58,190
2024-01-02 14:00:00,Dhaka,20.64,66,1.31,4.46,1010.67,191
2024-01-02 14:00:00,Chittagong,23.95,56,1.84,1.88,1013.41,192
2024-01-02 14:00:00,Khulna,23.1,88,2.55,8.57,1011.7,193
2024-01-02 14:00:00,Rajshahi,23.4,73,1.54,0.0,1016.39,194
2024-01-02 14:00:00,Sylhet,23.15,93,3.08,2.53,1016.94,195
2024-01-02 15:00:00,Dhaka,20.4,62,3.32,2.8,1014.45,196
2024-01-02 15:00:00,Chittagong,22.66,84,4.42,4.14,1010.24,197
2024-01-02 15:00:00,Khulna,21.79,88,0.54,1.93,1007.22,198
2024-01-02 15:00:00,Rajshahi,21.15,93,4.93,0.66,1017.27,199
2024-01-02 15:00:00,Sylhet,20.65,54,3.8,1.97,1009.33,200
2024-01-02 16:00:00,Dhaka,22.31,53,3.72,0.0,1013.18,201
2024-01-02 16:00:00,Chittagong,19.54,64,2.42,6.65,1005.01,202
2024-01-02 16:00:00,Khulna,22.19,86,4.04,1.5,1005.87,203
2024-01-02 16:00:00,Rajshahi,22.63,73,2.6,0.0,1011.91,204
2024-01-02 16:00:00,Sylhet,20.72,57,4.74,5.5,1018.11,205
2024-01-02 17:00:00,Dhaka,22.0,59,0.71,0.75,1009.48,206
2024-01-02 17:00:00,Chittagong,20.24,55,4.1,0.0,1012.86,207
2024-01-02 17:00:00,Khulna,21.2,69,4.98,0.88,1004.13,208
2024-01-02 17:00:00,Rajshahi,19.07,66,1.19,0.34,1013.16,209
2024-01-02 17:00:00,Sylhet,21.68,74,3.17,0.0,1010.82,210
2024-01-02 18:00:00,Dhaka,21.41,52,1.73,0.19,1009.85,211
2024-01-02 18:00:00,Chittagong,18.35,91,4.14,3.98,1020.05,212
2024-01-02 18:00:00,Khulna,21.85,73,1.64,2.14,1006.85,213
2024-01-02 18:00:00,Rajshahi,21.63,62,4.53,2.13,1015.15,214
2024-01-02 18:00:00,Sylhet,19.07,52,2.07,4.05,1019.23,215
2024-01-02 19:00:00,Dhaka,18.8,55,2.85,0.87,1012.73,216
2024-01-02 19:00:00,Chittagong,18.93,90,2.0,2.95,1006.85,217
2024-01-02 19:00:00,Khulna,19.51,54,4.46,1.5,1010.73,218
2024-01-02 19:00:00,Rajshahi,18.94,79,4.59,0.0,1014.31,219
2024-01-02 19:00:00,Sylhet,19.21,62,3.28,2.07,1010.45,220
2024-01-02 20:00:00,Dhaka,18.74,73,4.18,0.83,1006.65,221
2024-01-02 20:00:00,Chittagong,22.4,90,4.83,5.63,1002.79,222
2024-01-02 20:00:00,Khulna,22.46,78,4.05,3.56,1006.88,223
2024-01-02 20:00:00,Rajshahi,18.9,66,3.97,1.3,1019.23,224
2024-01-02 20:00:00,Sylhet,21.7,67,4.42,0.32,1011.89,225
2024-01-02 21:00:00,Dhaka,22.74,56,0.8,0.65,1015.63,226
2024-01-02 21:00:00,Chittagong,23.45,60,3.57,0.0,1007.97,227
2024-01-02 21:00:00,Khulna,22.77,66,0.96,2.27,1015.83,228
2024-01-02 21:00:00,Rajshahi,22.08,60,1.49,2.73,1007.18,229
2024-01-02 21:00:00,Sylhet,22.89,76,4.41,3.29,1011.22,230
2024-01-02 22:00:00,Dhaka,21.42,69,2.29,4.69,1008.97,231
2024-01-02 22:00:00,Chittagong,23.96,84,0.64,0.0,1017.22,232
2024-01-02 22:00:00,Khulna,20.86,65,2.94,0.74,1007.59,233
2024-01-02 22:00:00,Rajshahi,23.0,57,3.97,3.38,1013.04,234
2024-01-02 22:00:00,Sylhet,23.69,93,0.65,2.59,1013.55,235
2024-01-02 23:00:00,Dhaka,22.7,74,0.51,6.91,1017.51,236
2024-01-02 23:00:00,Chittagong,24.03,58,1.4,0.0,1009.93,237
2024-01-02 23:00:00,Khulna,21.75,51,4.09,0.66,1000.55,238
2024-01-02 23:00:00,Rajshahi,24.59,67,3.56,2.99,1009.64,239
2024-01-02 23:00:00,Sylhet,21.86,60,3.63,3.12,1012.39,240
2024-01-03 00:00:00,Dhaka,24.93,71,3.87,1.03,1010.24,241
2024-01-03 00:00:00,Chittagong,24.31,77,3.66,1.34,1010.13,242
2024-01-03 00:00:00,Khulna,24.29,51,2.9,0.59,1015.38,243
2024-01-03 00:00:00,Rajshahi,23.8,87,3.05,4.97,1013.12,244
2024-01-03 00:00:00,Sylhet,23.13,93,0.97,6.2,1014.62,245
2024-01-03 01:00:00,Dhaka,28.03,55,3.27,0.0,1014.31,246
2024-01-03 01:00:00,Chittagong,27.55,57,3.71,0.26,1015.45,247
2024-01-03 01:00:00,Khulna,27.43,56,3.47,8.47,1015.86,248
2024-01-03 01:00:00,Rajshahi,27.19,52,0.68,1.33,1003.93,249
2024-01-03 01:00:00,Sylhet,27.45,61,1.61,0.0,1007.35,250
2024-01-03 02:00:00,Dhaka,26.41,81,2.74,7.18,1012.18,251
2024-01-03 02:00:00,Chittagong,27.11,81,2.94,0.0,1009.93,252
2024-01-03 02:00:00,Khulna,26.2,78,2.38,3.45,1007.9,253
2024-01-03 02:00:00,Rajshahi,26.88,70,3.77,0.55,1017.87,254
2024-01-03 02:00:00,Sylhet,27.56,93,3.95,11.31,1011.74,255
2024-01-03 03:00:00,Dhaka,30.03,90,2.47,1.68,1018.9,256
2024-01-03 03:00:00,Chittagong,28.07,83,4.07,0.0,1003.18,257
2024-01-03 03:00:00,Khulna,29.4,67,3.34,0.12,1011.98,258
2024-01-03 03:00:00,Rajshahi,28.5,79,1.31,2.97,1008.54,259
2024-01-03 03:00:00,Sylhet,27.19,63,2.82,5.45,1001.3,260
2024-01-03 04:00:00,Dhaka,28.63,74,4.86,4.42,1003.77,261
2024-01-03 04:00:00,Chittagong,28.27,89,3.19,0.0,1007.24,262
2024-01-03 04:00:00,Khulna,28.68,59,0.83,2.23,1003.59,263
2024-01-03 04:00:00,Rajshahi,31.12,79,1.16,8.57,1003.7,264
2024-01-03 04:00:00,Sylhet,29.46,69,2.21,0.0,1016.03,265
2024-01-03 05:00:00,Dhaka,29.99,93,2.51,2.52,1015.45,266
2024-01-03 05:00:00,Chittagong,31.58,69,1.71,2.15,1006.56,267
2024-01-03 05:00:00,Khulna,28.18,78,3.38,0.13,1007.32,268
2024-01-03 05:00:00,Rajshahi,29.65,82,2.78,4.75,1011.73,269
2024-01-03 05:00:00,Sylhet,27.95,92,2.7,0.0,1012.02,270
2024-01-03 06:00:00,Dhaka,28.65,94,1.15,2.19,1010.6,271
2024-01-03 06:00:00,Chittagong,31.47,70,0.92,0.13,1019.57,272
2024-01-03 06:00:00,Khulna,28.98,71,1.65,1.69,1009.87,273
2024-01-03 06:00:00,Rajshahi,31.72,75,4.41,0.65,1010.34,274
2024-01-03 06:00:00,Sylhet,29.58,53,3.54,3.92,1004.28,275
2024-01-03 07:00:00,Dhaka,30.25,54,3.1,0.0,1007.8,276
2024-01-03 07:00:00,Chittagong,28.27,58,4.4,1.21,1007.46,277
2024-01-03 07:00:00,Khulna,31.06,83,2.32,5.57,1003.86,278
2024-01-03 07:00:00,Rajshahi,29.33,67,4.45,4.37,1008.04,279
2024-01-03 07:00:00,Sylhet,29.41,56,0.53,0.0,1002.8,280
2024-01-03 08:00:00,Dhaka,29.51,70,2.21,8.64,1015.56,281
2024-01-03 08:00:00,Chittagong,30.0,84,1.52,2.51,1006.5,282
2024-01-03 08:00:00,Khulna,31.14,59,3.92,11.43,1010.17,283
2024-01-03 08:00:00,Rajshahi,29.65,51,2.66,0.0,1001.77,284
2024-01-03 08:00:00,Sylhet,30.32,93,2.65,5.07,999.07,285
2024-01-03 09:00:00,Dhaka,30.24,93,4.8,1.24,1011.96,286
2024-01-03 09:00:00,Chittagong,27.2,64,1.39,0.0,1009.52,287
2024-01-03 09:00:00,Khulna,29.75,53,1.66,0.0,1004.48,288
2024-01-03 09:00:00,Rajshahi,28.14,84,3.11,2.76,1007.6,289
2024-01-03 09:00:00,Sylhet,29.26,62,2.36,1.6,1009.2,290
2024-01-03 10:00:00,Dhaka,28.67,59,4.1,0.26,1005.52,291
2024-01-03 10:00:00,Chittagong,28.76,91,4.63,0.0,1009.25,292
2024-01-03 10:00:00,Khulna,27.91,93,0.7,3.42,1010.7,293
2024-01-03 10:00:00,Rajshahi,27.94,70,4.48,0.0,1006.69,294
2024-01-03 10:00:00,Sylhet,28.62,91,4.55,0.0,1006.54,295
2024-01-03 11:00:00,Dhaka,24.68,73,4.2,7.46,1005.86,296
2024-01-03 11:00:00,Chittagong,25.24,85,1.17,0.0,1008.75,297
2024-01-03 11:00:00,Khulna,24.39,93,4.38,1.44,1009.35,298
2024-01-03 11:00:00,Rajshahi,25.32,64,1.54,3.68,1004.05,299
2024-01-03 11:00:00,Sylhet,24.84,62,3.18,2.94,1009.99,300
2024-01-03 12:00:00,Dhaka,25.9,70,3.54,0.0,1000.13,301
2024-01-03 12:00:00,Chittagong,24.1,60,4.96,3.71,1018.14,302
2024-01-03 12:00:00,Khulna,24.42,85,0.89,0.0,1006.44,303
2024-01-03 12:00:00,Rajshahi,23.28,53,2.49,3.48,1014.83,304
2024-01-03 12:00:00,Sylhet,25.13,81,2.93,2.99,1014.17,305
2024-01-03 13:00:00,Dhaka,23.16,52,1.36,1.57,1007.36,306
2024-01-03 13:00:00,Chittagong,23.96,84,3.79,0.0,1009.72,307
2024-01-03 13:00:00,Khulna,22.39,85,4.83,5.93,1013.47,308
2024-01-03 13:00:00,Rajshahi,23.1,91,0.94,6.75,1008.47,309
2024-01-03 13:00:00,Sylhet,22.19,61,4.92,0.0,1007.5,310
2024-01-03 14:00:00,Dhaka,21.47,89,0.59,4.6,1013.82,311
2024-01-03 14:00:00,Chittagong,23.52,79,2.84,0.0,1011.13,312
2024-01-03 14:00:00,Khulna,20.75,82,3.24,0.0,1010.12,313
2024-01-03 14:00:00,Rajshahi,20.85,85,1.86,0.0,1003.34,314
2024-01-03 14:00:00,Sylhet,21.62,76,1.58,5.93,1010.2,315
2024-01-03 15:00:00,Dhaka,21.45,75,3.2,4.51,1010.16,316
2024-01-03 15:00:00,Chittagong,21.05,71,3.05,2.08,997.66,317
2024-01-03 15:00:00,Khulna,22.94,87,4.18,4.76,1008.55,318
2024-01-03 15:00:00,Rajshahi,20.75,55,1.14,3.73,1007.39,319
2024-01-03 15:00:00,Sylhet,23.37,84,1.28,0.0,1016.57,320
2024-01-03 16:00:00,Dhaka,21.09,59,4.2,1.92,1014.09,321
2024-01-03 16:00:00,Chittagong,19.16,52,4.79,3.53,1014.99,322
2024-01-03 16:00:00,Khulna,20.4,70,0.62,3.52,1010.27,323
2024-01-03 16:00:00,Rajshahi,22.08,62,4.71,0.88,1013.16,324
2024-01-03 16:00:00,Sylhet,19.28,81,1.47,6.59,1016.09,325
2024-01-03 17:00:00,Dhaka,22.15,54,4.01,0.0,1009.69,326
2024-01-03 17:00:00,Chittagong,20.94,80,3.63,0.16,1008.49,327
2024-01-03 17:00:00,Khulna,20.67,82,2.79,0.0,1014.56,328
2024-01-03 17:00:00,Rajshahi,19.64,87,2.42,0.0,1008.88,329
2024-01-03 17:00:00,Sylhet,22.03,77,2.67,0.78,1004.19,330
2024-01-03 18:00:00,Dhaka,20.33,51,1.1,6.11,1008.08,331
2024-01-03 18:00:00,Chittagong,18.05,72,1.12,0.0,1010.92,332
2024-01-03 18:00:00,Khulna,20.19,94,4.89,0.0,1009.85,333
2024-01-03 18:00:00,Rajshahi,18.6,70,4.3,1.92,1005.33,334
2024-01-03 18:00:00,Sylhet,19.84,67,2.64,0.0,1001.93,335
2024-01-03 19:00:00,Dhaka,21.41,70,4.8,3.4,1010.83,336
2024-01-03 19:00:00,Chittagong,21.3,78,1.76,1.74,1010.76,337
2024-01-03 19:00:00,Khulna,20.72,77,3.37,4.23,1011.5,338
2024-01-03 19:00:00,Rajshahi,18.59,64,4.5,5.03,1009.35,339
2024-01-03 19:00:00,Sylhet,18.51,93,2.8,1.31,1010.45,340
2024-01-03 20:00:00,Dhaka,18.81,92,3.47,1.63,1010.47,341
2024-01-03 20:00:00,Chittagong,20.07,69,3.82,0.0,1005.14,342
2024-01-03 20:00:00,Khulna,20.32,64,4.74,0.17,1015.97,343
2024-01-03 20:00:00,Rajshahi,18.75,54,3.47,0.0,1014.4,344
2024-01-03 20:00:00,Sylhet,19.58,81,2.82,2.52,1011.23,345
2024-01-03 21:00:00,Dhaka,21.92,58,2.22,1.03,1008.75,346
2024-01-03 21:00:00,Chittagong,23.05,63,0.81,1.92,1012.87,347
2024-01-03 21:00:00,Khulna,22.46,59,4.09,6.37,1019.0,348
