DateTime,Junction,Vehicles,ID
2024-01-01 12:00:00,4,104,64
2024-01-01 12:00:00,5,107,65
2024-01-01 13:00:00,1,73,66
2024-01-01 13:00:00,2,77,67
2024-01-01 13:00:00,3,95,68
2024-01-01 13:00:00,4,102,69
2024-01-01 13:00:00,5,117,70
2024-01-01 14:00:00,1,74,71
2024-01-01 14:00:00,2,82,72
2024-01-01 14:00:00,3,88,73
2024-01-01 14:00:00,4,104,74
2024-01-01 14:00:00,5,112,75
2024-01-01 15:00:00,1,60,76
2024-01-01 15:00:00,2,76,77
2024-01-01 15:00:00,3,88,78
2024-01-01 15:00:00,4,90,79
2024-01-01 15:00:00,5,111,80
2024-01-01 16:00:00,1,67,81
2024-01-01 16:00:00,2,80,82
2024-01-01 16:00:00,3,98,83
2024-01-01 16:00:00,4,106,84
2024-01-01 16:00:00,5,107,85
2024-01-01 17:00:00,1,102,86
2024-01-01 17:00:00,2,112,87
2024-01-01 17:00:00,3,120,88
2024-01-01 17:00:00,4,134,89
2024-01-01 17:00:00,5,149,90
2024-01-01 18:00:00,1,106,91
2024-01-01 18:00:00,2,118,92
2024-01-01 18:00:00,3,126,93
2024-01-01 18:00:00,4,138,94
2024-01-01 18:00:00,5,147,95
2024-01-01 19:00:00,1,111,96
2024-01-01 19:00:00,2,111,97
2024-01-01 19:00:00,3,120,98
2024-01-01 19:00:00,4,145,99
2024-01-01 19:00:00,5,144,100
2024-01-01 20:00:00,1,22,101
2024-01-01 20:00:00,2,41,102
2024-01-01 20:00:00,3,47,103
2024-01-01 20:00:00,4,52,104
2024-01-01 20:00:00,5,60,105
2024-01-01 21:00:00,1,22,106
2024-01-01 21:00:00,2,34,107
2024-01-01 21:00:00,3,54,108
2024-01-01 21:00:00,4,63,109
2024-01-01 21:00:00,5,62,110
2024-01-01 22:00:00,1,20,111
2024-01-01 22:00:00,2,34,112
2024-01-01 22:00:00,3,53,113
2024-01-01 22:00:00,4,56,114
2024-01-01 22:00:00,5,68,115
2024-01-01 23:00:00,1,34,116
2024-01-01 23:00:00,2,44,117
2024-01-01 23:00:00,3,49,118
2024-01-01 23:00:00,4,62,119
2024-01-01 23:00:00,5,78,120
2024-01-02 00:00:00,1,26,121
2024-01-02 00:00:00,2,46,122
2024-01-02 00:00:00,3,59,123
2024-01-02 00:00:00,4,53,124
2024-01-02 00:00:00,5,64,125
2024-01-02 01:00:00,1,26,126
2024-01-02 01:00:00,2,42,127
2024-01-02 01:00:00,3,54,128
2024-01-02 01:00:00,4,60,129
2024-01-02 01:00:00,5,63,130
2024-01-02 02:00:00,1,32,131
2024-01-02 02:00:00,2,36,132
2024-01-02 02:00:00,3,58,133
2024-01-02 02:00:00,4,51,134
2024-01-02 02:00:00,5,69,135
2024-01-02 03:00:00,1,32,136
2024-01-02 03:00:00,2,35,137
2024-01-02 03:00:00,3,51,138
2024-01-02 03:00:00,4,61,139
2024-01-02 03:00:00,5,79,140
2024-01-02 04:00:00,1,30,141
2024-01-02 04:00:00,2,36,142
2024-01-02 04:00:00,3,40,143
2024-01-02 04:00:00,4,50,144
2024-01-02 04:00:00,5,79,145
2024-01-02 05:00:00,1,32,146
2024-01-02 05:00:00,2,38,147
2024-01-02 05:00:00,3,42,148
2024-01-02 05:00:00,4,56,149
2024-01-02 05:00:00,5,65,150
2024-01-02 06:00:00,1,27,151
2024-01-02 06:00:00,2,38,152
2024-01-02 06:00:00,3,44,153
2024-01-02 06:00:00,4,50,154
2024-01-02 06:00:00,5,78,155
2024-01-02 07:00:00,1,89,156
2024-01-02 07:00:00,2,101,157
2024-01-02 07:00:00,3,114,158
2024-01-02 07:00:00,4,118,159
2024-01-02 07:00:00,5,139,160
2024-01-02 08:00:00,1,96,161
2024-01-02 08:00:00,2,106,162
2024-01-02 08:00:00,3,119,163
2024-01-02 08:00:00,4,121,164
2024-01-02 08:00:00,5,126,165
2024-01-02 09:00:00,1,81,166
2024-01-02 09:00:00,2,92,167
2024-01-02 09:00:00,3,116,168
2024-01-02 09:00:00,4,114,169
2024-01-02 09:00:00,5,136,170
2024-01-02 10:00:00,1,76,171
2024-01-02 10:00:00,2,86,172
2024-01-02 10:00:00,3,81,173
2024-01-02 10:00:00,4,91,174
2024-01-02 10:00:00,5,104,175
2024-01-02 11:00:00,1,60,176
2024-01-02 11:00:00,2,70,177
2024-01-02 11:00:00,3,98,178
2024-01-02 11:00:00,4,91,179
2024-01-02 11:00:00,5,111,180
2024-01-02 12:00:00,1,65,181
2024-01-02 12:00:00,2,73,182
2024-01-02 12:00:00,3,90,183
2024-01-02 12:00:00,4,106,184
2024-01-02 12:00:00,5,105,185
2024-01-02 13:00:00,1,64,186
2024-01-02 13:00:00,2,89,187
2024-01-02 13:00:00,3,81,188
2024-01-02 13:00:00,4,95,189
2024-01-02 13:00:00,5,110,190
2024-01-02 14:00:00,1,75,191
2024-01-02 14:00:00,2,85,192
2024-01-02 14:00:00,3,80,193
2024-01-02 14:00:00,4,98,194
2024-01-02 14:00:00,5,105,195
2024-01-02 15:00:00,1,75,196
2024-01-02 15:00:00,2,72,197
2024-01-02 15:00:00,3,99,198
2024-01-02 15:00:00,4,93,199
2024-01-02 15:00:00,5,118,200
2024-01-02 16:00:00,1,62,201
2024-01-02 16:00:00,2,88,202
2024-01-02 16:00:00,3,99,203
2024-01-02 16:00:00,4,96,204
2024-01-02 16:00:00,5,119,205
2024-01-02 17:00:00,1,108,206
2024-01-02 17:00:00,2,110,207
2024-01-02 17:00:00,3,127,208
2024-01-02 17:00:00,4,136,209
2024-01-02 17:00:00,5,157,210
2024-01-02 18:00:00,1,107,211
2024-01-02 18:00:00,2,110,212
2024-01-02 18:00:00,3,130,213
2024-01-02 18:00:00,4,147,214
2024-01-02 18:00:00,5,149,215
2024-01-02 19:00:00,1,102,216
2024-01-02 19:00:00,2,116,217
2024-01-02 19:00:00,3,135,218
2024-01-02 19:00:00,4,145,219
2024-01-02 19:00:00,5,159,220
2024-01-02 20:00:00,1,36,221
2024-01-02 20:00:00,2,31,222
2024-01-02 20:00:00,3,40,223
2024-01-02 20:00:00,4,65,224
2024-01-02 20:00:00,5,71,225
2024-01-02 21:00:00,1,24,226
2024-01-02 21:00:00,2,34,227
2024-01-02 21:00:00,3,48,228
2024-01-02 21:00:00,4,58,229
2024-01-02 21:00:00,5,62,230
2024-01-02 22:00:00,1,38,231
2024-01-02 22:00:00,2,45,232
2024-01-02 22:00:00,3,55,233
2024-01-02 22:00:00,4,52,234
2024-01-02 22:00:00,5,79,235
2024-01-02 23:00:00,1,20,236
2024-01-02 23:00:00,2,49,237
2024-01-02 23:00:00,3,50,238
2024-01-02 23:00:00,4,66,239
2024-01-02 23:00:00,5,67,240
2024-01-03 00:00:00,1,23,241
2024-01-03 00:00:00,2,35,242
2024-01-03 00:00:00,3,47,243
2024-01-03 00:00:00,4,69,244
2024-01-03 00:00:00,5,62,245
2024-01-03 01:00:00,1,35,246
2024-01-03 01:00:00,2,32,247
2024-01-03 01:00:00,3,57,248
2024-01-03 01:00:00,4,63,249
2024-01-03 01:00:00,5,77,250
2024-01-03 02:00:00,1,21,251
2024-01-03 02:00:00,2,32,252
2024-01-03 02:00:00,3,55,253
2024-01-03 02:00:00,4,58,254
2024-01-03 02:00:00,5,63,255
2024-01-03 03:00:00,1,20,256
2024-01-03 03:00:00,2,33,257
2024-01-03 03:00:00,3,40,258
2024-01-03 03:00:00,4,63,259
2024-01-03 03:00:00,5,75,260
2024-01-03 04:00:00,1,39,261
2024-01-03 04:00:00,2,37,262
2024-01-03 04:00:00,3,46,263
2024-01-03 04:00:00,4,52,264
2024-01-03 04:00:00,5,76,265
2024-01-03 05:00:00,1,20,266
2024-01-03 05:00:00,2,45,267
2024-01-03 05:00:00,3,51,268
2024-01-03 05:00:00,4,68,269
2024-01-03 05:00:00,5,73,270
2024-01-03 06:00:00,1,25,271
2024-01-03 06:00:00,2,35,272
2024-01-03 06:00:00,3,52,273
2024-01-03 06:00:00,4,68,274
2024-01-03 06:00:00,5,67,275
2024-01-03 07:00:00,1,81,276
2024-01-03 07:00:00,2,90,277
2024-01-03 07:00:00,3,114,278
2024-01-03 07:00:00,4,110,279
2024-01-03 07:00:00,5,124,280
2024-01-03 08:00:00,1,95,281
2024-01-03 08:00:00,2,108,282
2024-01-03 08:00:00,3,103,283
2024-01-03 08:00:00,4,112,284
2024-01-03 08:00:00,5,136,285
2024-01-03 09:00:00,1,96,286
2024-01-03 09:00:00,2,101,287
2024-01-03 09:00:00,3,113,288
2024-01-03 09:00:00,4,115,289
2024-01-03 09:00:00,5,122,290
2024-01-03 10:00:00,1,68,291
2024-01-03 10:00:00,2,74,292
2024-01-03 10:00:00,3,96,293
2024-01-03 10:00:00,4,103,294
2024-01-03 10:00:00,5,102,295
2024-01-03 11:00:00,1,60,296
2024-01-03 11:00:00,2,89,297
2024-01-03 11:00:00,3,80,298
2024-01-03 11:00:00,4,92,299
2024-01-03 11:00:00,5,117,300
2024-01-03 12:00:00,1,69,301
2024-01-03 12:00:00,2,72,302
2024-01-03 12:00:00,3,87,303
2024-01-03 12:00:00,4,103,304
2024-01-03 12:00:00,5,117,305
2024-01-03 13:00:00,1,74,306
2024-01-03 13:00:00,2,71,307
2024-01-03 13:00:00,3,89,308
2024-01-03 13:00:00,4,91,309
2024-01-03 13:00:00,5,116,310
2024-01-03 14:00:00,1,67,311
2024-01-03 14:00:00,2,70,312
2024-01-03 14:00:00,3,88,313
2024-01-03 14:00:00,4,100,314
2024-01-03 14:00:00,5,115,315
2024-01-03 15:00:00,1,66,316
2024-01-03 15:00:00,2,79,317
2024-01-03 15:00:00,3,82,318
2024-01-03 15:00:00,4,107,319
2024-01-03 15:00:00,5,112,320
2024-01-03 16:00:00,1,66,321
2024-01-03 16:00:00,2,73,322
2024-01-03 16:00:00,3,92,323
2024-01-03 16:00:00,4,109,324
2024-01-03 16:00:00,5,100,325
2024-01-03 17:00:00,1,107,326
2024-01-03 17:00:00,2,123,327
2024-01-03 17:00:00,3,135,328
2024-01-03 17:00:00,4,143,329
2024-01-03 17:00:00,5,151,330
2024-01-03 18:00:00,1,118,331
2024-01-03 18:00:00,2,124,332
2024-01-03 18:00:00,3,121,333
2024-01-03 18:00:00,4,131,334
2024-01-03 18:00:00,5,158,335
2024-01-03 19:00:00,1,116,336
2024-01-03 19:00:00,2,129,337
2024-01-03 19:00:00,3,129,338
2024-01-03 19:00:00,4,135,339
2024-01-03 19:00:00,5,154,340
2024-01-03 20:00:00,1,30,341
2024-01-03 20:00:00,2,34,342
2024-01-03 20:00:00,3,40,343
2024-01-03 20:00:00,4,57,344
2024-01-03 20:00:00,5,71,345
2024-01-03 21:00:00,1,31,346
2024-01-03 21:00:00,2,34,347
2024-01-03 21:00:00,3,46,348
2024-01-03 21:00:00,4,53,349
2024-01-03 21:00:00,5,65,350
2024-01-03 22:00:00,1,32,351
2024-01-03 22:00:00,2,49,352
2024-01-03 22:00:00,3,54,353
2024-01-03 22:00:00,4,52,354
2024-01-03 22:00:00,5,67,355
2024-01-03 23:00:00,1,39,356
2024-01-03 23:00:00,2,45,357
2024-01-03 23:00:00,3,52,358
2024-01-03 23:00:00,4,67,359
2024-01-03 23:00:00,5,69,360
2024-01-04 00:00:00,1,38,361
2024-01-04 00:00:00,2,46,362
2024-01-04 00:00:00,3,58,363
2024-01-04 00:00:00,4,54,364
2024-01-04 00:00:00,5,68,365
2024-01-04 01:00:00,1,31,366
2024-01-04 01:00:00,2,30,367
2024-01-04 01:00:00,3,40,368
2024-01-04 01:00:00,4,64,369
2024-01-04 01:00:00,5,61,370
2024-01-04 02:00:00,1,35,371
2024-01-04 02:00:00,2,37,372
2024-01-04 02:00:00,3,52,373
2024-01-04 02:00:00,4,50,374
2024-01-04 02:00:00,5,75,375
2024-01-04 03:00:00,1,26,376
2024-01-04 03:00:00,2,34,377
2024-01-04 03:00:00,3,42,378
2024-01-04 03:00:00,4,61,379
2024-01-04 03:00:00,5,75,380
2024-01-04 04:00:00,1,38,381
2024-01-04 04:00:00,2,34,382
2024-01-04 04:00:00,3,53,383
2024-01-04 04:00:00,4,54,384
2024-01-04 04:00:00,5,74,385
2024-01-04 05:00:00,1,36,386
2024-01-04 05:00:00,2,43,387
2024-01-04 05:00:00,3,59,388
2024-01-04 05:00:00,4,54,389
2024-01-04 05:00:00,5,71,390
2024-01-04 06:00:00,1,35,391
2024-01-04 06:00:00,2,45,392
2024-01-04 06:00:00,3,46,393
2024-01-04 06:00:00,4,53,394
2024-01-04 06:00:00,5,60,395
2024-01-04 07:00:00,1,84,396
2024-01-04 07:00:00,2,99,397
2024-01-04 07:00:00,3,104,398
2024-01-04 07:00:00,4,113,399
2024-01-04 07:00:00,5,121,400
2024-01-04 08:00:00,1,99,401
2024-01-04 08:00:00,2,99,402
2024-01-04 08:00:00,3,118,403
2024-01-04 08:00:00,4,110,404
2024-01-04 08:00:00,5,124,405
2024-01-04 09:00:00,1,92,406
2024-01-04 09:00:00,2,93,407
2024-01-04 09:00:00,3,115,408
2024-01-04 09:00:00,4,125,409
2024-01-04 09:00:00,5,121,410
2024-01-04 10:00:00,1,76,411
2024-01-04 10:00:00,2,89,412
2024-01-04 10:00:00,3,91,413
2024-01-04 10:00:00,4,107,414
2024-01-04 10:00:00,5,102,415
2024-01-04 11:00:00,1,60,416
2024-01-04 11:00:00,2,70,417
2024-01-04 11:00:00,3,98,418
2024-01-04 11:00:00,4,100,419
2024-01-04 11:00:00,5,104,420
2024-01-04 12:00:00,1,71,421
2024-01-04 12:00:00,2,72,422
2024-01-04 12:00:00,3,80,423
2024-01-04 12:00:00,4,90,424
2024-01-04 12:00:00,5,107,425
2024-01-04 13:00:00,1,69,426
2024-01-04 13:00:00,2,80,427
2024-01-04 13:00:00,3,91,428
2024-01-04 13:00:00,4,102,429
2024-01-04 13:00:00,5,111,430
2024-01-04 14:00:00,1,73,431
2024-01-04 14:00:00,2,71,432
2024-01-04 14:00:00,3,98,433
2024-01-04 14:00:00,4,107,434
2024-01-04 14:00:00,5,102,435
2024-01-04 15:00:00,1,76,436
2024-01-04 15:00:00,2,77,437
2024-01-04 15:00:00,3,89,438
2024-01-04 15:00:00,4,91,439
2024-01-04 15:00:00,5,118,440
2024-01-04 16:00:00,1,68,441
2024-01-04 16:00:00,2,76,442
2024-01-04 16:00:00,3,83,443
2024-01-04 16:00:00,4,107,444
2024-01-04 16:00:00,5,112,445
2024-01-04 17:00:00,1,110,446
2024-01-04 17:00:00,2,113,447
2024-01-04 17:00:00,3,123,448
2024-01-04 17:00:00,4,139,449
2024-01-04 17:00:00,5,144,450
2024-01-04 18:00:00,1,108,451
2024-01-04 18:00:00,2,112,452
2024-01-04 18:00:00,3,136,453
2024-01-04 18:00:00,4,132,454
2024-01-04 18:00:00,5,155,455
2024-01-04 19:00:00,1,103,456
2024-01-04 19:00:00,2,127,457
2024-01-04 19:00:00,3,136,458
2024-01-04 19:00:00,4,136,459
2024-01-04 19:00:00,5,144,460
2024-01-04 20:00:00,1,31,461
2024-01-04 20:00:00,2,46,462
2024-01-04 20:00:00,3,52,463
2024-01-04 20:00:00,4,52,464
2024-01-04 20:00:00,5,68,465
2024-01-04 21:00:00,1,36,466
2024-01-04 21:00:00,2,46,467
2024-01-04 21:00:00,3,59,468
2024-01-04 21:00:00,4,65,469
2024-01-04 21:00:00,5,72,470
2024-01-04 22:00:00,1,38,471
2024-01-04 22:00:00,2,46,472
2024-01-04 22:00:00,3,43,473
2024-01-04 22:00:00,4,61,474
2024-01-04 22:00:00,5,68,475
2024-01-04 23:00:00,1,38,476
2024-01-04 23:00:00,2,41,477
2024-01-04 23:00:00,3,48,478
2024-01-04 23:00:00,4,56,479
2024-01-04 23:00:00,5,73,480
2024-01-05 00:00:00,1,39,481
2024-01-05 00:00:00,2,48,482
2024-01-05 00:00:00,3,54,483
2024-01-05 00:00:00,4,65,484
2024-01-05 00:00:00,5,64,485
2024-01-05 01:00:00,1,22,486
2024-01-05 01:00:00,2,41,487
2024-01-05 01:00:00,3,59,488
2024-01-05 01:00:00,4,53,489
2024-01-05 01:00:00,5,75,490
2024-01-05 02:00:00,1,26,491
2024-01-05 02:00:00,2,42,492
2024-01-05 02:00:00,3,49,493
2024-01-05 02:00:00,4,56,494
2024-01-05 02:00:00,5,73,495
2024-01-05 03:00:00,1,24,496
2024-01-05 03:00:00,2,32,497
2024-01-05 03:00:00,3,50,498
2024-01-05 03:00:00,4,60,499
2024-01-05 03:00:00,5,77,500
2024-01-05 04:00:00,1,34,501
2024-01-05 04:00:00,2,41,502
2024-01-05 04:00:00,3,48,503
2024-01-05 04:00:00,4,59,504
2024-01-05 04:00:00,5,71,505
2024-01-05 05:00:00,1,36,506
2024-01-05 05:00:00,2,35,507
2024-01-05 05:00:00,3,46,508
2024-01-05 05:00:00,4,63,509
2024-01-05 05:00:00,5,72,510
2024-01-05 06:00:00,1,27,511
2024-01-05 06:00:00,2,39,512
2024-01-05 06:00:00,3,48,513
2024-01-05 06:00:00,4,67,514
2024-01-05 06:00:00,5,61,515
2024-01-05 07:00:00,1,84,516
2024-01-05 07:00:00,2,94,517
2024-01-05 07:00:00,3,105,518
2024-01-05 07:00:00,4,128,519
2024-01-05 07:00:00,5,127,520
2024-01-05 08:00:00,1,95,521
2024-01-05 08:00:00,2,102,522
2024-01-05 08:00:00,3,100,523
2024-01-05 08:00:00,4,129,524
2024-01-05 08:00:00,5,136,525
2024-01-05 09:00:00,1,86,526
2024-01-05 09:00:00,2,102,527
2024-01-05 09:00:00,3,103,528
2024-01-05 09:00:00,4,113,529
2024-01-05 09:00:00,5,125,530
2024-01-05 10:00:00,1,78,531
2024-01-05 10:00:00,2,81,532
2024-01-05 10:00:00,3,86,533
2024-01-05 10:00:00,4,99,534
2024-01-05 10:00:00,5,118,535
2024-01-05 11:00:00,1,66,536
2024-01-05 11:00:00,2,72,537
2024-01-05 11:00:00,3,92,538
2024-01-05 11:00:00,4,102,539
2024-01-05 11:00:00,5,117,540
2024-01-05 12:00:00,1,79,541
2024-01-05 12:00:00,2,77,542
2024-01-05 12:00:00,3,88,543
2024-01-05 12:00:00,4,96,544
2024-01-05 12:00:00,5,100,545
2024-01-05 13:00:00,1,62,546
2024-01-05 13:00:00,2,82,547
2024-01-05 13:00:00,3,96,548
2024-01-05 13:00:00,4,90,549
2024-01-05 13:00:00,5,105,550
2024-01-05 14:00:00,1,65,551
2024-01-05 14:00:00,2,81,552
2024-01-05 14:00:00,3,92,553
2024-01-05 14:00:00,4,102,554
2024-01-05 14:00:00,5,114,555
2024-01-05 15:00:00,1,75,556
2024-01-05 15:00:00,2,80,557
2024-01-05 15:00:00,3,84,558
2024-01-05 15:00:00,4,93,559
2024-01-05 15:00:00,5,102,560
2024-01-05 16:00:00,1,78,561
2024-01-05 16:00:00,2,89,562
2024-01-05 16:00:00,3,97,563
2024-01-05 16:00:00,4,104,564
2024-01-05 16:00:00,5,108,565
2024-01-05 17:00:00,1,116,566
2024-01-05 17:00:00,2,123,567
2024-01-05 17:00:00,3,134,568
2024-01-05 17:00:00,4,130,569
2024-01-05 17:00:00,5,142,570
2024-01-05 18:00:00,1,115,571
2024-01-05 18:00:00,2,120,572
2024-01-05 18:00:00,3,131,573
2024-01-05 18:00:00,4,139,574
2024-01-05 18:00:00,5,155,575
2024-01-05 19:00:00,1,107,576
2024-01-05 19:00:00,2,115,577
2024-01-05 19:00:00,3,131,578
2024-01-05 19:00:00,4,137,579
2024-01-05 19:00:00,5,143,580
2024-01-05 20:00:00,1,27,581
2024-01-05 20:00:00,2,47,582
2024-01-05 20:00:00,3,44,583
2024-01-05 20:00:00,4,58,584
2024-01-05 20:00:00,5,63,585
2024-01-05 21:00:00,1,36,586
2024-01-05 21:00:00,2,38,587
2024-01-05 21:00:00,3,40,588
2024-01-05 21:00:00,4,69,589
2024-01-05 21:00:00,5,72,590
2024-01-05 22:00:00,1,35,591
2024-01-05 22:00:00,2,42,592
2024-01-05 22:00:00,3,53,593
2024-01-05 22:00:00,4,52,594
2024-01-05 22:00:00,5,65,595
2024-01-05 23:00:00,1,37,596
2024-01-05 23:00:00,2,48,597
2024-01-05 23:00:00,3,44,598
2024-01-05 23:00:00,4,64,599
2024-01-05 23:00:00,5,61,600
2024-01-06 00:00:00,1,25,601
2024-01-06 00:00:00,2,43,602
2024-01-06 00:00:00,3,48,603
2024-01-06 00:00:00,4,50,604
2024-01-06 00:00:00,5,56,605
2024-01-06 01:00:00,1,16,606
2024-01-06 01:00:00,2,43,607
2024-01-06 01:00:00,3,50,608
2024-01-06 01:00:00,4,62,609
2024-01-06 01:00:00,5,66,610
2024-01-06 02:00:00,1,32,611
2024-01-06 02:00:00,2,38,612
2024-01-06 02:00:00,3,36,613
2024-01-06 02:00:00,4,47,614
2024-01-06 02:00:00,5,64,615
2024-01-06 03:00:00,1,18,616
2024-01-06 03:00:00,2,26,617
2024-01-06 03:00:00,3,51,618
2024-01-06 03:00:00,4,51,619
2024-01-06 03:00:00,5,72,620
2024-01-06 04:00:00,1,20,621
2024-01-06 04:00:00,2,30,622
2024-01-06 04:00:00,3,41,623
2024-01-06 04:00:00,4,48,624
2024-01-06 04:00:00,5,60,625
2024-01-06 05:00:00,1,20,626
2024-01-06 05:00:00,2,35,627
2024-01-06 05:00:00,3,45,628
2024-01-06 05:00:00,4,64,629
2024-01-06 05:00:00,5,72,630
2024-01-06 06:00:00,1,29,631
2024-01-06 06:00:00,2,34,632
2024-01-06 06:00:00,3,49,633
2024-01-06 06:00:00,4,46,634
2024-01-06 06:00:00,5,74,635
2024-01-06 07:00:00,1,76,636
2024-01-06 07:00:00,2,86,637
2024-01-06 07:00:00,3,87,638
2024-01-06 07:00:00,4,94,639
2024-01-06 07:00:00,5,120,640
2024-01-06 08:00:00,1,71,641
2024-01-06 08:00:00,2,75,642
2024-01-06 08:00:00,3,91,643
2024-01-06 08:00:00,4,100,644
2024-01-06 08:00:00,5,105,645
2024-01-06 09:00:00,1,66,646
2024-01-06 09:00:00,2,91,647
2024-01-06 09:00:00,3,95,648
2024-01-06 09:00:00,4,94,649
2024-01-06 09:00:00,5,115,650
2024-01-06 10:00:00,1,52,651
2024-01-06 10:00:00,2,74,652
2024-01-06 10:00:00,3,83,653
2024-01-06 10:00:00,4,92,654
2024-01-06 10:00:00,5,102,655
2024-01-06 11:00:00,1,52,656
2024-01-06 11:00:00,2,71,657
2024-01-06 11:00:00,3,69,658
2024-01-06 11:00:00,4,88,659
2024-01-06 11:00:00,5,106,660
2024-01-06 12:00:00,1,54,661
2024-01-06 12:00:00,2,63,662
2024-01-06 12:00:00,3,69,663
2024-01-06 12:00:00,4,83,664
2024-01-06 12:00:00,5,105,665
2024-01-06 13:00:00,1,49,666
2024-01-06 13:00:00,2,75,667
2024-01-06 13:00:00,3,82,668
2024-01-06 13:00:00,4,96,669
2024-01-06 13:00:00,5,89,670
2024-01-06 14:00:00,1,67,671
2024-01-06 14:00:00,2,63,672
2024-01-06 14:00:00,3,68,673
2024-01-06 14:00:00,4,92,674
2024-01-06 14:00:00,5,97,675
2024-01-06 15:00:00,1,66,676
2024-01-06 15:00:00,2,74,677
2024-01-06 15:00:00,3,72,678
2024-01-06 15:00:00,4,81,679
2024-01-06 15:00:00,5,97,680
2024-01-06 16:00:00,1,64,681
2024-01-06 16:00:00,2,67,682
2024-01-06 16:00:00,3,84,683
2024-01-06 16:00:00,4,97,684
2024-01-06 16:00:00,5,92,685
2024-01-06 17:00:00,1,81,686
2024-01-06 17:00:00,2,95,687
2024-01-06 17:00:00,3,101,688
2024-01-06 17:00:00,4,122,689
2024-01-06 17:00:00,5,130,690
2024-01-06 18:00:00,1,90,691
2024-01-06 18:00:00,2,105,692
2024-01-06 18:00:00,3,110,693
2024-01-06 18:00:00,4,128,694
2024-01-06 18:00:00,5,134,695
2024-01-06 19:00:00,1,95,696
2024-01-06 19:00:00,2,100,697
2024-01-06 19:00:00,3,115,698
2024-01-06 19:00:00,4,117,699
2024-01-06 19:00:00,5,123,700
2024-01-06 20:00:00,1,23,701
2024-01-06 20:00:00,2,29,702
2024-01-06 20:00:00,3,38,703
2024-01-06 20:00:00,4,48,704
2024-01-06 20:00:00,5,73,705
2024-01-06 21:00:00,1,34,706
2024-01-06 21:00:00,2,44,707
2024-01-06 21:00:00,3,40,708
2024-01-06 21:00:00,4,63,709
2024-01-06 21:00:00,5,65,710
2024-01-06 22:00:00,1,21,711
2024-01-06 22:00:00,2,26,712
2024-01-06 22:00:00,3,40,713
2024-01-06 22:00:00,4,54,714
2024-01-06 22:00:00,5,67,715
2024-01-06 23:00:00,1,29,716
2024-01-06 23:00:00,2,27,717
2024-01-06 23:00:00,3,52,718
2024-01-06 23:00:00,4,59,719
2024-01-06 23:00:00,5,68,720
2024-01-07 00:00:00,1,24,721
2024-01-07 00:00:00,2,40,722
2024-01-07 00:00:00,3,50,723
2024-01-07 00:00:00,4,56,724
2024-01-07 00:00:00,5,71,725
2024-01-07 01:00:00,1,32,726
2024-01-07 01:00:00,2,29,727
2024-01-07 01:00:00,3,36,728
2024-01-07 01:00:00,4,53,729
2024-01-07 01:00:00,5,72,730
2024-01-07 02:00:00,1,18,731
2024-01-07 02:00:00,2,45,732
2024-01-07 02:00:00,3,50,733
2024-01-07 02:00:00,4,60,734
